Year_Season,HospitalID,HospitalClass,StrokeRehabNumber,StrokeNumber,StrokeRehabRate,StrokeRehabRegionRate,StrokeRehabCountryRate,CityCode,TownCode
2017_4,1532040039,3,5,11,0.4545,0.6848,0.6863,68000,68000040
2018_1,1532040039,3,13,15,0.8667,0.7225,0.6935,68000,68000040
2018_2,1532040039,3,4,7,0.5714,0.7374,0.7035,68000,68000040
2018_3,1532040039,3,3,6,0.5,0.7183,0.6948,68000,68000040
2018_4,1532040039,3,6,6,1,0.7164,0.7061,68000,68000040
2019_1,1532040039,3,5,5,1,0.7247,0.7023,68000,68000040
2019_2,1532040039,3,7,7,1,0.7036,0.7081,68000,68000040
2019_3,1532040039,3,4,6,0.6667,0.7166,0.7043,68000,68000040
2019_4,1532040039,3,6,6,1,0.7116,0.7101,68000,68000040
2020_1,1532040039,3,4,8,0.5,0.6924,0.7204,68000,68000040
2020_2,1532040039,3,7,7,1,0.7092,0.7184,68000,68000040
2020_3,1532040039,3,4,5,0.8,0.7237,0.7202,68000,68000040
2020_4,1532040039,3,2,3,0.6667,0.7232,0.7261,68000,68000040
2021_1,1532040039,3,4,5,0.8,0.7168,0.7219,68000,68000040
2021_2,1532040039,3,3,5,0.6,0.7064,0.7045,68000,68000040
2021_3,1532040039,3,7,7,1,0.7344,0.7243,68000,68000040
2021_4,1532040039,3,1,1,1,0.7322,0.7376,68000,68000040
2022_1,1532040039,3,2,3,0.6667,0.7645,0.7516,68000,68000040
2022_2,1532040039,3,4,7,0.5714,0.7505,0.7522,68000,68000040
2022_3,1532040039,3,11,13,0.8462,0.7256,0.7411,68000,68000040
2022_4,1532040039,3,6,8,0.75,0.765,0.7564,68000,68000040
2023_1,1532040039,3,5,5,1,0.7532,0.7502,68000,68000040
2023_2,1532040039,3,4,4,1,0.7542,0.7581,68000,68000040
2023_3,1532040039,3,7,7,1,0.7628,0.7534,68000,68000040
2023_4,1532040039,3,7,8,0.875,0.7253,0.7554,68000,68000040
2016_1,1532040066,3,18,35,0.5143,0.657,0.6686,68000,68000040
2016_2,1532040066,3,22,50,0.44,0.6689,0.6761,68000,68000040
2016_3,1532040066,3,25,41,0.6098,0.6741,0.6824,68000,68000040
2016_4,1532040066,3,32,54,0.5926,0.6722,0.6773,68000,68000040
2017_1,1532040066,3,41,51,0.8039,0.6967,0.6907,68000,68000040
2017_2,1532040066,3,35,49,0.7143,0.7135,0.6963,68000,68000040
2017_3,1532040066,3,22,30,0.7333,0.7321,0.6963,68000,68000040
2017_4,1532040066,3,24,35,0.6857,0.6848,0.6863,68000,68000040
2018_1,1532040066,3,22,29,0.7586,0.7225,0.6935,68000,68000040
2018_2,1532040066,3,31,42,0.7381,0.7374,0.7035,68000,68000040
2018_3,1532040066,3,31,37,0.8378,0.7183,0.6948,68000,68000040
2018_4,1532040066,3,15,27,0.5556,0.7164,0.7061,68000,68000040
2019_1,1532040066,3,20,38,0.5263,0.7247,0.7023,68000,68000040
2019_2,1532040066,3,34,44,0.7727,0.7036,0.7081,68000,68000040
2019_3,1532040066,3,41,51,0.8039,0.7166,0.7043,68000,68000040
2019_4,1532040066,3,31,47,0.6596,0.7116,0.7101,68000,68000040
2020_1,1532040066,3,36,52,0.6923,0.6924,0.7204,68000,68000040
2020_2,1532040066,3,30,52,0.5769,0.7092,0.7184,68000,68000040
2020_3,1532040066,3,36,44,0.8182,0.7237,0.7202,68000,68000040
2020_4,1532040066,3,29,41,0.7073,0.7232,0.7261,68000,68000040
2021_1,1532040066,3,35,41,0.8537,0.7168,0.7219,68000,68000040
2021_2,1532040066,3,32,49,0.6531,0.7064,0.7045,68000,68000040
2021_3,1532040066,3,26,32,0.8125,0.7344,0.7243,68000,68000040
2021_4,1532040066,3,32,52,0.6154,0.7322,0.7376,68000,68000040
2022_1,1532040066,3,27,37,0.7297,0.7645,0.7516,68000,68000040
2022_2,1532040066,3,31,46,0.6739,0.7505,0.7522,68000,68000040
2022_3,1532040066,3,23,34,0.6765,0.7256,0.7411,68000,68000040
2022_4,1532040066,3,27,45,0.6,0.765,0.7564,68000,68000040
2023_1,1532040066,3,27,37,0.7297,0.7532,0.7502,68000,68000040
2023_2,1532040066,3,31,36,0.8611,0.7542,0.7581,68000,68000040
2023_3,1532040066,3,40,48,0.8333,0.7628,0.7534,68000,68000040
2023_4,1532040066,3,23,35,0.6571,0.7253,0.7554,68000,68000040
2016_2,1532061065,3,1,1,1,0.6689,0.6761,68000,68000060
2016_4,1532061065,3,0,1,0,0.6722,0.6773,68000,68000060
2017_2,1532061065,3,1,1,1,0.7135,0.6963,68000,68000060
2017_3,1532061065,3,0,1,0,0.7321,0.6963,68000,68000060
2019_2,1532070019,3,1,1,1,0.7036,0.7081,68000,68000070
2020_4,1532070019,3,4,4,1,0.7232,0.7261,68000,68000070
2021_3,1532070019,3,1,1,1,0.7344,0.7243,68000,68000070
2022_3,1532070019,3,1,1,1,0.7256,0.7411,68000,68000070
2023_4,1532070019,3,1,1,1,0.7253,0.7554,68000,68000070
2016_1,1532091081,3,1,2,0.5,0.657,0.6686,68000,68000090
2016_2,1532091081,3,0,2,0,0.6689,0.6761,68000,68000090
2016_4,1532091081,3,2,2,1,0.6722,0.6773,68000,68000090
2017_2,1532091081,3,2,2,1,0.7135,0.6963,68000,68000090
2017_3,1532091081,3,1,1,1,0.7321,0.6963,68000,68000090
2018_1,1532091081,3,1,1,1,0.7225,0.6935,68000,68000090
2018_3,1532091081,3,1,1,1,0.7183,0.6948,68000,68000090
2019_2,1532091081,3,1,1,1,0.7036,0.7081,68000,68000090
2019_3,1532091081,3,1,1,1,0.7166,0.7043,68000,68000090
2020_2,1532091081,3,2,2,1,0.7092,0.7184,68000,68000090
2020_3,1532091081,3,0,1,0,0.7237,0.7202,68000,68000090
2020_4,1532091081,3,2,2,1,0.7232,0.7261,68000,68000090
2021_1,1532091081,3,4,4,1,0.7168,0.7219,68000,68000090
2021_2,1532091081,3,3,3,1,0.7064,0.7045,68000,68000090
2021_3,1532091081,3,5,5,1,0.7344,0.7243,68000,68000090
2021_4,1532091081,3,3,3,1,0.7322,0.7376,68000,68000090
2022_1,1532091081,3,1,1,1,0.7645,0.7516,68000,68000090
2022_3,1532091081,3,3,3,1,0.7256,0.7411,68000,68000090
2022_4,1532091081,3,1,1,1,0.765,0.7564,68000,68000090
2023_1,1532091081,3,3,3,1,0.7532,0.7502,68000,68000090
2021_2,1532100012,3,1,1,1,0.7064,0.7045,68000,68000100
2022_1,1532100012,3,1,1,1,0.7645,0.7516,68000,68000100
2023_2,1532100012,3,1,1,1,0.7542,0.7581,68000,68000100
2023_3,1532100012,3,1,1,1,0.7628,0.7534,68000,68000100
2016_1,1532100049,2,70,81,0.8642,0.657,0.6686,68000,68000100
2016_2,1532100049,2,66,81,0.8148,0.6689,0.6761,68000,68000100
2016_3,1532100049,2,51,63,0.8095,0.6741,0.6824,68000,68000100
2016_4,1532100049,2,57,69,0.8261,0.6722,0.6773,68000,68000100
2017_1,1532100049,2,96,109,0.8807,0.6967,0.6907,68000,68000100
2017_2,1532100049,2,84,91,0.9231,0.7135,0.6963,68000,68000100
2017_3,1532100049,2,104,107,0.972,0.7321,0.6963,68000,68000100
2017_4,1532100049,2,83,94,0.883,0.6848,0.6863,68000,68000100
2018_1,1532100049,2,84,94,0.8936,0.7225,0.6935,68000,68000100
2018_2,1532100049,2,87,94,0.9255,0.7374,0.7035,68000,68000100
2018_3,1532100049,2,93,98,0.949,0.7183,0.6948,68000,68000100
2018_4,1532100049,2,84,92,0.913,0.7164,0.7061,68000,68000100
2019_1,1532100049,2,77,83,0.9277,0.7247,0.7023,68000,68000100
2019_2,1532100049,2,76,85,0.8941,0.7036,0.7081,68000,68000100
2019_3,1532100049,2,79,90,0.8778,0.7166,0.7043,68000,68000100
2019_4,1532100049,2,58,64,0.9063,0.7116,0.7101,68000,68000100
2020_1,1532100049,2,61,72,0.8472,0.6924,0.7204,68000,68000100
2020_2,1532100049,2,75,84,0.8929,0.7092,0.7184,68000,68000100
2020_3,1532100049,2,75,89,0.8427,0.7237,0.7202,68000,68000100
2020_4,1532100049,2,66,82,0.8049,0.7232,0.7261,68000,68000100
2021_1,1532100049,2,66,81,0.8148,0.7168,0.7219,68000,68000100
2021_2,1532100049,2,109,127,0.8583,0.7064,0.7045,68000,68000100
2021_3,1532100049,2,82,93,0.8817,0.7344,0.7243,68000,68000100
2021_4,1532100049,2,73,83,0.8795,0.7322,0.7376,68000,68000100
2022_1,1532100049,2,66,78,0.8462,0.7645,0.7516,68000,68000100
2022_2,1532100049,2,58,67,0.8657,0.7505,0.7522,68000,68000100
2022_3,1532100049,2,60,73,0.8219,0.7256,0.7411,68000,68000100
2022_4,1532100049,2,58,70,0.8286,0.765,0.7564,68000,68000100
2023_1,1532100049,2,82,96,0.8542,0.7532,0.7502,68000,68000100
2023_2,1532100049,2,61,69,0.8841,0.7542,0.7581,68000,68000100
2023_3,1532100049,2,63,73,0.863,0.7628,0.7534,68000,68000100
2023_4,1532100049,2,72,89,0.809,0.7253,0.7554,68000,68000100
2016_1,1532101091,3,0,2,0,0.657,0.6686,68000,68000100
2016_2,1532101091,3,0,2,0,0.6689,0.6761,68000,68000100
2016_3,1532101091,3,0,1,0,0.6741,0.6824,68000,68000100
2016_4,1532101091,3,0,1,0,0.6722,0.6773,68000,68000100
2017_2,1532101091,3,0,1,0,0.7135,0.6963,68000,68000100
2018_1,1532101091,3,1,1,1,0.7225,0.6935,68000,68000100
2018_2,1532101091,3,0,2,0,0.7374,0.7035,68000,68000100
2018_3,1532101091,3,0,1,0,0.7183,0.6948,68000,68000100
2020_3,1532101091,3,1,1,1,0.7237,0.7202,68000,68000100
2020_4,1532101091,3,0,1,0,0.7232,0.7261,68000,68000100
2016_3,1533051063,3,1,3,0.3333,0.6741,0.6824,10004,10004010
2016_4,1533051063,3,2,3,0.6667,0.6722,0.6773,10004,10004010
2017_2,1533051063,3,0,1,0,0.7135,0.6963,10004,10004010
2018_1,1533051063,3,0,2,0,0.7225,0.6935,10004,10004010
2019_1,1533051063,3,0,2,0,0.7247,0.7023,10004,10004010
2019_4,1533051063,3,1,3,0.3333,0.7116,0.7101,10004,10004010
2020_3,1533051063,3,1,3,0.3333,0.7237,0.7202,10004,10004010
2021_2,1533051063,3,0,1,0,0.7064,0.7045,10004,10004010
2021_4,1533051063,3,0,1,0,0.7322,0.7376,10004,10004010
2016_1,1535010024,3,1,5,0.2,0.657,0.6686,10005,10005010
2016_2,1535010024,3,1,2,0.5,0.6689,0.6761,10005,10005010
2016_3,1535010024,3,1,1,1,0.6741,0.6824,10005,10005010
2016_4,1535010024,3,0,4,0,0.6722,0.6773,10005,10005010
2017_3,1535010024,3,0,1,0,0.7321,0.6963,10005,10005010
2017_4,1535010024,3,1,2,0.5,0.6848,0.6863,10005,10005010
2018_1,1535010024,3,2,5,0.4,0.7225,0.6935,10005,10005010
2018_2,1535010024,3,1,3,0.3333,0.7374,0.7035,10005,10005010
2018_3,1535010024,3,2,5,0.4,0.7183,0.6948,10005,10005010
2018_4,1535010024,3,0,2,0,0.7164,0.7061,10005,10005010
2019_2,1535010024,3,3,3,1,0.7036,0.7081,10005,10005010
2019_3,1535010024,3,0,1,0,0.7166,0.7043,10005,10005010
2019_4,1535010024,3,2,2,1,0.7116,0.7101,10005,10005010
2020_1,1535010024,3,0,1,0,0.6924,0.7204,10005,10005010
2020_3,1535010024,3,1,1,1,0.7237,0.7202,10005,10005010
2021_1,1535010024,3,1,2,0.5,0.7168,0.7219,10005,10005010
2021_2,1535010024,3,0,1,0,0.7064,0.7045,10005,10005010
2021_3,1535010024,3,0,2,0,0.7344,0.7243,10005,10005010
2021_4,1535010024,3,1,3,0.3333,0.7322,0.7376,10005,10005010
2022_1,1535010024,3,1,1,1,0.7645,0.7516,10005,10005010
2022_2,1535010024,3,1,1,1,0.7505,0.7522,10005,10005010
2022_3,1535010024,3,2,2,1,0.7256,0.7411,10005,10005010
2022_4,1535010024,3,2,5,0.4,0.765,0.7564,10005,10005010
2023_1,1535010024,3,0,1,0,0.7532,0.7502,10005,10005010
2023_2,1535010024,3,3,4,0.75,0.7542,0.7581,10005,10005010
2023_3,1535010024,3,4,5,0.8,0.7628,0.7534,10005,10005010
2023_4,1535010024,3,2,2,1,0.7253,0.7554,10005,10005010
2016_1,1535010051,3,49,77,0.6364,0.657,0.6686,10005,10005010
2016_2,1535010051,3,38,54,0.7037,0.6689,0.6761,10005,10005010
2016_3,1535010051,3,41,70,0.5857,0.6741,0.6824,10005,10005010
2016_4,1535010051,3,43,66,0.6515,0.6722,0.6773,10005,10005010
2017_1,1535010051,3,79,94,0.8404,0.6967,0.6907,10005,10005010
2017_2,1535010051,3,70,84,0.8333,0.7135,0.6963,10005,10005010
2017_3,1535010051,3,76,98,0.7755,0.7321,0.6963,10005,10005010
2017_4,1535010051,3,47,65,0.7231,0.6848,0.6863,10005,10005010
2018_1,1535010051,3,65,84,0.7738,0.7225,0.6935,10005,10005010
2018_2,1535010051,3,60,86,0.6977,0.7374,0.7035,10005,10005010
2018_3,1535010051,3,38,61,0.623,0.7183,0.6948,10005,10005010
2018_4,1535010051,3,51,73,0.6986,0.7164,0.7061,10005,10005010
2019_1,1535010051,3,68,84,0.8095,0.7247,0.7023,10005,10005010
2019_2,1535010051,3,55,69,0.7971,0.7036,0.7081,10005,10005010
2019_3,1535010051,3,66,88,0.75,0.7166,0.7043,10005,10005010
2019_4,1535010051,3,65,111,0.5856,0.7116,0.7101,10005,10005010
2020_1,1535010051,3,70,98,0.7143,0.6924,0.7204,10005,10005010
2020_2,1535010051,3,79,113,0.6991,0.7092,0.7184,10005,10005010
2020_3,1535010051,3,60,74,0.8108,0.7237,0.7202,10005,10005010
2020_4,1535010051,3,69,82,0.8415,0.7232,0.7261,10005,10005010
2021_1,1535010051,3,61,80,0.7625,0.7168,0.7219,10005,10005010
2021_2,1535010051,3,63,83,0.759,0.7064,0.7045,10005,10005010
2021_3,1535010051,3,59,78,0.7564,0.7344,0.7243,10005,10005010
2021_4,1535010051,3,62,82,0.7561,0.7322,0.7376,10005,10005010
2022_1,1535010051,3,69,85,0.8118,0.7645,0.7516,10005,10005010
2022_2,1535010051,3,58,65,0.8923,0.7505,0.7522,10005,10005010
2022_3,1535010051,3,38,49,0.7755,0.7256,0.7411,10005,10005010
2022_4,1535010051,3,69,82,0.8415,0.765,0.7564,10005,10005010
2023_1,1535010051,3,46,58,0.7931,0.7532,0.7502,10005,10005010
2023_2,1535010051,3,38,56,0.6786,0.7542,0.7581,10005,10005010
2023_3,1535010051,3,49,63,0.7778,0.7628,0.7534,10005,10005010
2023_4,1535010051,3,49,61,0.8033,0.7253,0.7554,10005,10005010
2016_1,1535031041,3,4,4,1,0.657,0.6686,10005,10005030
2016_2,1535031041,3,1,2,0.5,0.6689,0.6761,10005,10005030
2016_4,1535031041,3,0,1,0,0.6722,0.6773,10005,10005030
2017_1,1535031041,3,2,2,1,0.6967,0.6907,10005,10005030
2017_2,1535031041,3,5,6,0.8333,0.7135,0.6963,10005,10005030
2017_3,1535031041,3,3,4,0.75,0.7321,0.6963,10005,10005030
2017_4,1535031041,3,1,1,1,0.6848,0.6863,10005,10005030
2018_1,1535031041,3,1,2,0.5,0.7225,0.6935,10005,10005030
2018_2,1535031041,3,4,6,0.6667,0.7374,0.7035,10005,10005030
2018_3,1535031041,3,8,9,0.8889,0.7183,0.6948,10005,10005030
2018_4,1535031041,3,1,2,0.5,0.7164,0.7061,10005,10005030
2019_1,1535031041,3,4,7,0.5714,0.7247,0.7023,10005,10005030
2019_3,1535031041,3,2,3,0.6667,0.7166,0.7043,10005,10005030
2019_4,1535031041,3,0,4,0,0.7116,0.7101,10005,10005030
2020_1,1535031041,3,2,3,0.6667,0.6924,0.7204,10005,10005030
2020_2,1535031041,3,4,4,1,0.7092,0.7184,10005,10005030
2020_3,1535031041,3,0,2,0,0.7237,0.7202,10005,10005030
2021_1,1535031041,3,2,2,1,0.7168,0.7219,10005,10005030
2021_2,1535031041,3,1,1,1,0.7064,0.7045,10005,10005030
2021_4,1535031041,3,0,2,0,0.7322,0.7376,10005,10005030
2022_1,1535031041,3,0,1,0,0.7645,0.7516,10005,10005030
2022_2,1535031041,3,1,1,1,0.7505,0.7522,10005,10005030
2022_3,1535031041,3,2,5,0.4,0.7256,0.7411,10005,10005030
2022_4,1535031041,3,1,3,0.3333,0.765,0.7564,10005,10005030
2023_2,1535031041,3,0,1,0,0.7542,0.7581,10005,10005030
2023_4,1535031041,3,1,2,0.5,0.7253,0.7554,10005,10005030
2017_3,1535040068,3,1,1,1,0.7321,0.6963,10005,10005040
2020_4,1535040068,3,0,1,0,0.7232,0.7261,10005,10005040
2023_1,1535040068,3,0,1,0,0.7532,0.7502,10005,10005040
2023_3,1535040068,3,0,1,0,0.7628,0.7534,10005,10005040
2016_1,1535051178,3,3,7,0.4286,0.657,0.6686,10005,10005050
2016_2,1535051178,3,0,4,0,0.6689,0.6761,10005,10005050
2016_3,1535051178,3,2,3,0.6667,0.6741,0.6824,10005,10005050
2016_4,1535051178,3,2,3,0.6667,0.6722,0.6773,10005,10005050
2017_1,1535051178,3,6,6,1,0.6967,0.6907,10005,10005050
2017_2,1535051178,3,4,5,0.8,0.7135,0.6963,10005,10005050
2017_3,1535051178,3,4,7,0.5714,0.7321,0.6963,10005,10005050
2017_4,1535051178,3,1,7,0.1429,0.6848,0.6863,10005,10005050
2018_1,1535051178,3,2,5,0.4,0.7225,0.6935,10005,10005050
2018_3,1535051178,3,1,2,0.5,0.7183,0.6948,10005,10005050
2018_4,1535051178,3,2,10,0.2,0.7164,0.7061,10005,10005050
2019_1,1535051178,3,6,10,0.6,0.7247,0.7023,10005,10005050
2019_2,1535051178,3,3,5,0.6,0.7036,0.7081,10005,10005050
2019_3,1535051178,3,5,8,0.625,0.7166,0.7043,10005,10005050
2019_4,1535051178,3,2,3,0.6667,0.7116,0.7101,10005,10005050
2020_1,1535051178,3,3,8,0.375,0.6924,0.7204,10005,10005050
2020_2,1535051178,3,3,5,0.6,0.7092,0.7184,10005,10005050
2020_3,1535051178,3,5,11,0.4545,0.7237,0.7202,10005,10005050
2020_4,1535051178,3,5,5,1,0.7232,0.7261,10005,10005050
