Year_Season,HospitalID,HospitalClass,StrokeRehabNumber,StrokeNumber,StrokeRehabRate,StrokeRehabRegionRate,StrokeRehabCountryRate,CityCode,TownCode
2016_1,640140012,3,1,3,0.3333,0.6552,0.6686,10010,10010140
2016_2,640140012,3,1,1,1,0.6339,0.6761,10010,10010140
2016_3,640140012,3,2,2,1,0.6743,0.6824,10010,10010140
2016_4,640140012,3,1,1,1,0.6634,0.6773,10010,10010140
2017_1,640140012,3,1,1,1,0.6898,0.6907,10010,10010140
2017_2,640140012,3,2,2,1,0.6578,0.6963,10010,10010140
2017_3,640140012,3,1,1,1,0.6704,0.6963,10010,10010140
2018_1,640140012,3,0,2,0,0.652,0.6935,10010,10010140
2018_2,640140012,3,1,2,0.5,0.7067,0.7035,10010,10010140
2018_3,640140012,3,1,1,1,0.696,0.6948,10010,10010140
2018_4,640140012,3,1,1,1,0.702,0.7061,10010,10010140
2019_1,640140012,3,1,1,1,0.6801,0.7023,10010,10010140
2019_2,640140012,3,0,1,0,0.6847,0.7081,10010,10010140
2019_3,640140012,3,0,1,0,0.6677,0.7043,10010,10010140
2020_1,640140012,3,1,1,1,0.7223,0.7204,10010,10010140
2020_2,640140012,3,1,2,0.5,0.6816,0.7184,10010,10010140
2020_3,640140012,3,1,1,1,0.7008,0.7202,10010,10010140
2021_2,640140012,3,1,2,0.5,0.705,0.7045,10010,10010140
2021_3,640140012,3,1,1,1,0.6941,0.7243,10010,10010140
2022_1,640140012,3,2,2,1,0.7368,0.7516,10010,10010140
2022_2,640140012,3,1,1,1,0.7553,0.7522,10010,10010140
2022_4,640140012,3,0,1,0,0.7381,0.7564,10010,10010140
2023_2,640140012,3,2,3,0.6667,0.7272,0.7581,10010,10010140
2023_3,640140012,3,2,2,1,0.723,0.7534,10010,10010140
2023_4,640140012,3,0,2,0,0.7438,0.7554,10010,10010140
2016_1,641310018,3,6,8,0.75,0.6552,0.6686,10021,67000310
2016_2,641310018,3,12,16,0.75,0.6339,0.6761,10021,67000310
2016_3,641310018,3,10,11,0.9091,0.6743,0.6824,10021,67000310
2016_4,641310018,3,9,10,0.9,0.6634,0.6773,10021,67000310
2017_1,641310018,3,8,9,0.8889,0.6898,0.6907,10021,67000310
2017_2,641310018,3,6,9,0.6667,0.6578,0.6963,10021,67000310
2017_3,641310018,3,5,5,1,0.6704,0.6963,10021,67000310
2017_4,641310018,3,1,2,0.5,0.6721,0.6863,10021,67000310
2018_1,641310018,3,8,10,0.8,0.652,0.6935,10021,67000310
2018_2,641310018,3,9,11,0.8182,0.7067,0.7035,10021,67000310
2018_3,641310018,3,4,4,1,0.696,0.6948,10021,67000310
2018_4,641310018,3,6,6,1,0.702,0.7061,10021,67000310
2019_1,641310018,3,2,4,0.5,0.6801,0.7023,10021,67000310
2019_2,641310018,3,3,4,0.75,0.6847,0.7081,10021,67000310
2019_3,641310018,3,4,7,0.5714,0.6677,0.7043,10021,67000310
2019_4,641310018,3,1,2,0.5,0.7021,0.7101,10021,67000310
2020_1,641310018,3,8,13,0.6154,0.7223,0.7204,10021,67000310
2020_2,641310018,3,2,4,0.5,0.6816,0.7184,10021,67000310
2020_3,641310018,3,5,9,0.5556,0.7008,0.7202,10021,67000310
2020_4,641310018,3,2,2,1,0.705,0.7261,10021,67000310
2021_1,641310018,3,5,7,0.7143,0.7199,0.7219,10021,67000310
2021_2,641310018,3,3,6,0.5,0.705,0.7045,10021,67000310
2021_3,641310018,3,12,19,0.6316,0.6941,0.7243,10021,67000310
2021_4,641310018,3,11,11,1,0.7089,0.7376,10021,67000310
2022_1,641310018,3,7,13,0.5385,0.7368,0.7516,10021,67000310
2022_2,641310018,3,6,10,0.6,0.7553,0.7522,10021,67000310
2022_3,641310018,3,5,10,0.5,0.703,0.7411,10021,67000310
2022_4,641310018,3,2,3,0.6667,0.7381,0.7564,10021,67000310
2023_1,641310018,3,6,10,0.6,0.7233,0.7502,10021,67000310
2023_2,641310018,3,5,6,0.8333,0.7272,0.7581,10021,67000310
2023_3,641310018,3,5,9,0.5556,0.723,0.7534,10021,67000310
2023_4,641310018,3,13,15,0.8667,0.7438,0.7554,10021,67000310
2022_4,643010011,3,1,1,1,0.7763,0.7564,10013,10013010
2023_1,643010011,3,12,15,0.8,0.7923,0.7502,10013,10013010
2023_2,643010011,3,21,23,0.913,0.7799,0.7581,10013,10013010
2023_3,643010011,3,12,14,0.8571,0.7611,0.7534,10013,10013010
2023_4,643010011,3,20,23,0.8696,0.7913,0.7554,10013,10013010
2016_1,643130018,3,12,16,0.75,0.6811,0.6686,10013,10013130
2016_2,643130018,3,10,12,0.8333,0.7004,0.6761,10013,10013130
2016_3,643130018,3,10,13,0.7692,0.6838,0.6824,10013,10013130
2016_4,643130018,3,6,11,0.5455,0.7053,0.6773,10013,10013130
2017_1,643130018,3,13,15,0.8667,0.7018,0.6907,10013,10013130
2017_2,643130018,3,6,13,0.4615,0.7144,0.6963,10013,10013130
2017_3,643130018,3,8,11,0.7273,0.7209,0.6963,10013,10013130
2017_4,643130018,3,13,13,1,0.7323,0.6863,10013,10013130
2018_1,643130018,3,7,11,0.6364,0.7384,0.6935,10013,10013130
2018_2,643130018,3,11,12,0.9167,0.7194,0.7035,10013,10013130
2018_3,643130018,3,5,5,1,0.725,0.6948,10013,10013130
2018_4,643130018,3,6,6,1,0.7428,0.7061,10013,10013130
2019_1,643130018,3,3,5,0.6,0.7209,0.7023,10013,10013130
2019_2,643130018,3,6,13,0.4615,0.7431,0.7081,10013,10013130
2019_3,643130018,3,5,11,0.4545,0.745,0.7043,10013,10013130
2019_4,643130018,3,10,11,0.9091,0.7534,0.7101,10013,10013130
2020_1,643130018,3,6,6,1,0.762,0.7204,10013,10013130
2020_2,643130018,3,15,15,1,0.7473,0.7184,10013,10013130
2020_3,643130018,3,8,8,1,0.7337,0.7202,10013,10013130
2020_4,643130018,3,15,19,0.7895,0.7183,0.7261,10013,10013130
2021_1,643130018,3,6,7,0.8571,0.7126,0.7219,10013,10013130
2021_2,643130018,3,3,5,0.6,0.7394,0.7045,10013,10013130
2021_3,643130018,3,15,15,1,0.746,0.7243,10013,10013130
2021_4,643130018,3,5,10,0.5,0.7617,0.7376,10013,10013130
2022_1,643130018,3,5,8,0.625,0.7573,0.7516,10013,10013130
2022_2,643130018,3,5,7,0.7143,0.7927,0.7522,10013,10013130
2022_3,643130018,3,4,8,0.5,0.7688,0.7411,10013,10013130
2022_4,643130018,3,6,7,0.8571,0.7763,0.7564,10013,10013130
2023_1,643130018,3,9,10,0.9,0.7923,0.7502,10013,10013130
2023_2,643130018,3,8,9,0.8889,0.7799,0.7581,10013,10013130
2023_3,643130018,3,7,8,0.875,0.7611,0.7534,10013,10013130
2023_4,643130018,3,2,2,1,0.7913,0.7554,10013,10013130
2016_1,645020015,3,2,2,1,0.6873,0.6686,10015,10015020
2016_4,645020015,3,1,1,1,0.5898,0.6773,10015,10015020
2017_1,645020015,3,1,3,0.3333,0.6614,0.6907,10015,10015020
2017_2,645020015,3,3,3,1,0.7331,0.6963,10015,10015020
2017_4,645020015,3,1,4,0.25,0.6483,0.6863,10015,10015020
2018_2,645020015,3,2,2,1,0.7597,0.7035,10015,10015020
2018_4,645020015,3,2,2,1,0.7615,0.7061,10015,10015020
2019_1,645020015,3,3,4,0.75,0.6516,0.7023,10015,10015020
2019_2,645020015,3,1,1,1,0.7161,0.7081,10015,10015020
2019_3,645020015,3,0,1,0,0.7653,0.7043,10015,10015020
2019_4,645020015,3,2,2,1,0.7282,0.7101,10015,10015020
2020_1,645020015,3,1,2,0.5,0.7252,0.7204,10015,10015020
2020_2,645020015,3,3,4,0.75,0.6783,0.7184,10015,10015020
2020_3,645020015,3,3,3,1,0.7045,0.7202,10015,10015020
2020_4,645020015,3,1,1,1,0.7448,0.7261,10015,10015020
2021_1,645020015,3,1,2,0.5,0.7652,0.7219,10015,10015020
2021_2,645020015,3,1,1,1,0.6542,0.7045,10015,10015020
2021_3,645020015,3,1,1,1,0.7358,0.7243,10015,10015020
2021_4,645020015,3,0,1,0,0.7222,0.7376,10015,10015020
2022_3,645020015,3,1,1,1,0.7981,0.7411,10015,10015020
2022_4,645020015,3,0,1,0,0.7679,0.7564,10015,10015020
2023_1,645020015,3,0,3,0,0.636,0.7502,10015,10015020
2023_2,645020015,3,1,3,0.3333,0.7197,0.7581,10015,10015020
2023_3,645020015,3,0,1,0,0.7748,0.7534,10015,10015020
2023_4,645020015,3,1,5,0.2,0.7647,0.7554,10015,10015020
2016_1,645030011,3,3,4,0.75,0.6873,0.6686,10015,10015030
2016_2,645030011,3,6,10,0.6,0.6573,0.6761,10015,10015030
2016_3,645030011,3,8,9,0.8889,0.576,0.6824,10015,10015030
2016_4,645030011,3,3,7,0.4286,0.5898,0.6773,10015,10015030
2017_1,645030011,3,6,8,0.75,0.6614,0.6907,10015,10015030
2017_2,645030011,3,5,7,0.7143,0.7331,0.6963,10015,10015030
2017_3,645030011,3,9,12,0.75,0.6241,0.6963,10015,10015030
2017_4,645030011,3,4,4,1,0.6483,0.6863,10015,10015030
2018_1,645030011,3,8,10,0.8,0.685,0.6935,10015,10015030
2018_2,645030011,3,13,14,0.9286,0.7597,0.7035,10015,10015030
2018_3,645030011,3,6,7,0.8571,0.66,0.6948,10015,10015030
2018_4,645030011,3,2,4,0.5,0.7615,0.7061,10015,10015030
2019_1,645030011,3,10,12,0.8333,0.6516,0.7023,10015,10015030
2019_2,645030011,3,3,9,0.3333,0.7161,0.7081,10015,10015030
2019_3,645030011,3,7,9,0.7778,0.7653,0.7043,10015,10015030
2019_4,645030011,3,6,9,0.6667,0.7282,0.7101,10015,10015030
2020_1,645030011,3,6,8,0.75,0.7252,0.7204,10015,10015030
2020_2,645030011,3,5,10,0.5,0.6783,0.7184,10015,10015030
2020_3,645030011,3,4,5,0.8,0.7045,0.7202,10015,10015030
2020_4,645030011,3,3,5,0.6,0.7448,0.7261,10015,10015030
2021_1,645030011,3,11,15,0.7333,0.7652,0.7219,10015,10015030
2021_2,645030011,3,9,13,0.6923,0.6542,0.7045,10015,10015030
2021_3,645030011,3,10,12,0.8333,0.7358,0.7243,10015,10015030
2021_4,645030011,3,1,7,0.1429,0.7222,0.7376,10015,10015030
2022_1,645030011,3,3,5,0.6,0.725,0.7516,10015,10015030
2022_2,645030011,3,3,11,0.2727,0.7333,0.7522,10015,10015030
2022_3,645030011,3,15,19,0.7895,0.7981,0.7411,10015,10015030
2022_4,645030011,3,12,16,0.75,0.7679,0.7564,10015,10015030
2023_1,645030011,3,5,16,0.3125,0.636,0.7502,10015,10015030
2023_2,645030011,3,7,17,0.4118,0.7197,0.7581,10015,10015030
2023_3,645030011,3,15,17,0.8824,0.7748,0.7534,10015,10015030
2023_4,645030011,3,8,14,0.5714,0.7647,0.7554,10015,10015030
2016_1,646010013,3,6,8,0.75,0.6873,0.6686,10014,10014010
2016_2,646010013,3,0,3,0,0.6573,0.6761,10014,10014010
2016_3,646010013,3,0,4,0,0.576,0.6824,10014,10014010
2016_4,646010013,3,1,1,1,0.5898,0.6773,10014,10014010
2017_1,646010013,3,0,2,0,0.6614,0.6907,10014,10014010
2017_4,646010013,3,3,3,1,0.6483,0.6863,10014,10014010
2018_1,646010013,3,3,3,1,0.685,0.6935,10014,10014010
2018_2,646010013,3,2,2,1,0.7597,0.7035,10014,10014010
2018_4,646010013,3,2,3,0.6667,0.7615,0.7061,10014,10014010
2019_1,646010013,3,3,4,0.75,0.6516,0.7023,10014,10014010
2019_2,646010013,3,1,1,1,0.7161,0.7081,10014,10014010
2019_3,646010013,3,2,2,1,0.7653,0.7043,10014,10014010
2019_4,646010013,3,1,3,0.3333,0.7282,0.7101,10014,10014010
2020_1,646010013,3,5,5,1,0.7252,0.7204,10014,10014010
2020_2,646010013,3,1,2,0.5,0.6783,0.7184,10014,10014010
2020_3,646010013,3,2,4,0.5,0.7045,0.7202,10014,10014010
2020_4,646010013,3,3,3,1,0.7448,0.7261,10014,10014010
2021_1,646010013,3,2,3,0.6667,0.7652,0.7219,10014,10014010
2021_2,646010013,3,2,3,0.6667,0.6542,0.7045,10014,10014010
2021_4,646010013,3,5,5,1,0.7222,0.7376,10014,10014010
2022_1,646010013,3,2,3,0.6667,0.725,0.7516,10014,10014010
2022_2,646010013,3,1,1,1,0.7333,0.7522,10014,10014010
2023_1,646010013,3,1,1,1,0.636,0.7502,10014,10014010
2023_2,646010013,3,3,3,1,0.7197,0.7581,10014,10014010
2023_3,646010013,3,2,3,0.6667,0.7748,0.7534,10014,10014010
2023_4,646010013,3,1,1,1,0.7647,0.7554,10014,10014010
2016_1,701160518,3,8,9,0.8889,0.6688,0.6686,63000,63000120
2016_2,701160518,3,9,13,0.6923,0.7007,0.6761,63000,63000120
2016_3,701160518,3,10,11,0.9091,0.6887,0.6824,63000,63000120
2016_4,701160518,3,5,5,1,0.6869,0.6773,63000,63000120
2017_1,701160518,3,9,10,0.9,0.6762,0.6907,63000,63000120
2017_2,701160518,3,7,11,0.6364,0.6849,0.6963,63000,63000120
2017_3,701160518,3,10,14,0.7143,0.6825,0.6963,63000,63000120
2017_4,701160518,3,10,11,0.9091,0.6661,0.6863,63000,63000120
2018_1,701160518,3,11,13,0.8462,0.6921,0.6935,63000,63000120
2018_2,701160518,3,10,12,0.8333,0.6782,0.7035,63000,63000120
2018_3,701160518,3,10,14,0.7143,0.6773,0.6948,63000,63000120
2018_4,701160518,3,6,11,0.5455,0.6908,0.7061,63000,63000120
2019_1,701160518,3,5,8,0.625,0.712,0.7023,63000,63000120
2019_2,701160518,3,13,16,0.8125,0.7118,0.7081,63000,63000120
2019_3,701160518,3,11,22,0.5,0.6733,0.7043,63000,63000120
2019_4,701160518,3,10,13,0.7692,0.6975,0.7101,63000,63000120
2020_1,701160518,3,9,9,1,0.7079,0.7204,63000,63000120
2020_2,701160518,3,15,19,0.7895,0.7056,0.7184,63000,63000120
2020_3,701160518,3,16,18,0.8889,0.7146,0.7202,63000,63000120
2020_4,701160518,3,7,8,0.875,0.7239,0.7261,63000,63000120
2021_1,701160518,3,6,6,1,0.705,0.7219,63000,63000120
2021_2,701160518,3,10,13,0.7692,0.6791,0.7045,63000,63000120
2021_3,701160518,3,8,11,0.7273,0.7219,0.7243,63000,63000120
2021_4,701160518,3,8,9,0.8889,0.7442,0.7376,63000,63000120
2022_1,701160518,3,4,7,0.5714,0.7495,0.7516,63000,63000120
2022_2,701160518,3,3,4,0.75,0.7412,0.7522,63000,63000120
2022_3,701160518,3,7,9,0.7778,0.7358,0.7411,63000,63000120
2022_4,701160518,3,9,12,0.75,0.754,0.7564,63000,63000120
2023_1,701160518,3,2,2,1,0.7641,0.7502,63000,63000120
2023_2,701160518,3,3,5,0.6,0.7713,0.7581,63000,63000120
2023_3,701160518,3,3,3,1,0.7424,0.7534,63000,63000120
2016_3,717070516,3,0,1,0,0.7002,0.6824,66000,10019070
2018_3,717070516,3,0,1,0,0.6866,0.6948,66000,10019070
2019_3,717070516,3,0,2,0,0.7281,0.7043,66000,10019070
2019_4,717070516,3,0,1,0,0.7022,0.7101,66000,10019070
2020_4,717070516,3,0,2,0,0.748,0.7261,66000,10019070
2021_2,717070516,3,0,1,0,0.7195,0.7045,66000,10019070
2021_3,717070516,3,0,1,0,0.7258,0.7243,66000,10019070
2021_4,717070516,3,0,1,0,0.7375,0.7376,66000,10019070
2023_2,717070516,3,0,1,0,0.7532,0.7581,66000,10019070
2023_3,717070516,3,0,1,0,0.7745,0.7534,66000,10019070
2023_4,717070516,3,0,1,0,0.7478,0.7554,66000,10019070
2016_2,901020013,3,0,1,0,0.7007,0.6761,63000,63000030
2018_2,901020013,3,0,1,0,0.6782,0.7035,63000,63000030
2018_3,901020013,3,0,1,0,0.6773,0.6948,63000,63000030
2019_2,901020013,3,1,2,0.5,0.7118,0.7081,63000,63000030
2020_2,901020013,3,1,1,1,0.7056,0.7184,63000,63000030
2020_4,901020013,3,1,1,1,0.7239,0.7261,63000,63000030
2022_4,901020013,3,1,1,1,0.754,0.7564,63000,63000030
2018_2,901190010,3,0,1,0,0.6782,0.7035,63000,63000070
2018_3,901190010,3,3,8,0.375,0.6773,0.6948,63000,63000070
2018_4,901190010,3,8,11,0.7273,0.6908,0.7061,63000,63000070
2019_1,901190010,3,3,3,1,0.712,0.7023,63000,63000070
2019_2,901190010,3,6,7,0.8571,0.7118,0.7081,63000,63000070
2019_3,901190010,3,0,7,0,0.6733,0.7043,63000,63000070
2019_4,901190010,3,2,6,0.3333,0.6975,0.7101,63000,63000070
2020_1,901190010,3,8,11,0.7273,0.7079,0.7204,63000,63000070
2020_2,901190010,3,7,11,0.6364,0.7056,0.7184,63000,63000070
2020_3,901190010,3,2,3,0.6667,0.7146,0.7202,63000,63000070
2020_4,901190010,3,3,6,0.5,0.7239,0.7261,63000,63000070
2021_1,901190010,3,2,4,0.5,0.705,0.7219,63000,63000070
2021_2,901190010,3,3,6,0.5,0.6791,0.7045,63000,63000070
2021_3,901190010,3,3,5,0.6,0.7219,0.7243,63000,63000070
2021_4,901190010,3,3,5,0.6,0.7442,0.7376,63000,63000070
2022_1,901190010,3,2,4,0.5,0.7495,0.7516,63000,63000070
2022_2,901190010,3,1,4,0.25,0.7412,0.7522,63000,63000070
2022_3,901190010,3,8,10,0.8,0.7358,0.7411,63000,63000070
2022_4,901190010,3,4,5,0.8,0.754,0.7564,63000,63000070
2023_1,901190010,3,7,10,0.7,0.7641,0.7502,63000,63000070
2023_2,901190010,3,13,16,0.8125,0.7713,0.7581,63000,63000070
2023_3,901190010,3,11,16,0.6875,0.7424,0.7534,63000,63000070
2023_4,901190010,3,5,11,0.4545,0.7639,0.7554,63000,63000070
2016_1,902080013,2,61,86,0.7093,0.6811,0.6686,64000,64000080
2016_2,902080013,2,69,90,0.7667,0.7004,0.6761,64000,64000080
2016_3,902080013,2,49,78,0.6282,0.6838,0.6824,64000,64000080
2016_4,902080013,2,81,108,0.75,0.7053,0.6773,64000,64000080
2017_1,902080013,2,68,93,0.7312,0.7018,0.6907,64000,64000080
2017_2,902080013,2,63,85,0.7412,0.7144,0.6963,64000,64000080
2017_3,902080013,2,72,95,0.7579,0.7209,0.6963,64000,64000080
2017_4,902080013,2,89,102,0.8725,0.7323,0.6863,64000,64000080
2018_1,902080013,2,78,93,0.8387,0.7384,0.6935,64000,64000080
2018_2,902080013,2,49,70,0.7,0.7194,0.7035,64000,64000080
2018_3,902080013,2,44,45,0.9778,0.725,0.6948,64000,64000080
2018_4,902080013,2,40,48,0.8333,0.7428,0.7061,64000,64000080
2019_1,902080013,2,42,49,0.8571,0.7209,0.7023,64000,64000080
2019_2,902080013,2,43,51,0.8431,0.7431,0.7081,64000,64000080
2019_3,902080013,2,42,54,0.7778,0.745,0.7043,64000,64000080
2019_4,902080013,2,43,49,0.8776,0.7534,0.7101,64000,64000080
2020_1,902080013,2,50,62,0.8065,0.762,0.7204,64000,64000080
2020_2,902080013,2,58,73,0.7945,0.7473,0.7184,64000,64000080
2020_3,902080013,2,52,58,0.8966,0.7337,0.7202,64000,64000080
2020_4,902080013,2,48,58,0.8276,0.7183,0.7261,64000,64000080
2021_1,902080013,2,39,43,0.907,0.7126,0.7219,64000,64000080
2021_2,902080013,2,46,52,0.8846,0.7394,0.7045,64000,64000080
2021_3,902080013,2,32,44,0.7273,0.746,0.7243,64000,64000080
2021_4,902080013,2,40,47,0.8511,0.7617,0.7376,64000,64000080
2022_1,902080013,2,45,52,0.8654,0.7573,0.7516,64000,64000080
2022_2,902080013,2,31,36,0.8611,0.7927,0.7522,64000,64000080
2022_3,902080013,2,31,37,0.8378,0.7688,0.7411,64000,64000080
2022_4,902080013,2,38,44,0.8636,0.7763,0.7564,64000,64000080
2023_1,902080013,2,34,39,0.8718,0.7923,0.7502,64000,64000080
2023_2,902080013,2,45,52,0.8654,0.7799,0.7581,64000,64000080
2023_3,902080013,2,47,56,0.8393,0.7611,0.7534,64000,64000080
2023_4,902080013,2,34,38,0.8947,0.7913,0.7554,64000,64000080
2017_1,903150014,3,3,3,1,0.7029,0.6907,66000,66000230
2017_2,903150014,3,7,8,0.875,0.7107,0.6963,66000,66000230
2017_3,903150014,3,10,14,0.7143,0.7035,0.6963,66000,66000230
2017_4,903150014,3,6,10,0.6,0.6994,0.6863,66000,66000230
2018_1,903150014,3,7,10,0.7,0.675,0.6935,66000,66000230
2018_2,903150014,3,7,8,0.875,0.6968,0.7035,66000,66000230
2018_3,903150014,3,7,8,0.875,0.6866,0.6948,66000,66000230
2018_4,903150014,3,7,8,0.875,0.6913,0.7061,66000,66000230
2019_1,903150014,3,9,12,0.75,0.6831,0.7023,66000,66000230
2019_2,903150014,3,1,3,0.3333,0.6958,0.7081,66000,66000230
2019_3,903150014,3,12,15,0.8,0.7281,0.7043,66000,66000230
2019_4,903150014,3,3,5,0.6,0.7022,0.7101,66000,66000230
2020_1,903150014,3,11,16,0.6875,0.7275,0.7204,66000,66000230
2020_2,903150014,3,14,16,0.875,0.7514,0.7184,66000,66000230
2020_3,903150014,3,15,23,0.6522,0.7319,0.7202,66000,66000230
2020_4,903150014,3,10,18,0.5556,0.748,0.7261,66000,66000230
2021_1,903150014,3,7,11,0.6364,0.7477,0.7219,66000,66000230
2021_2,903150014,3,12,15,0.8,0.7195,0.7045,66000,66000230
2021_3,903150014,3,10,13,0.7692,0.7258,0.7243,66000,66000230
2021_4,903150014,3,16,19,0.8421,0.7375,0.7376,66000,66000230
2022_1,903150014,3,14,16,0.875,0.7542,0.7516,66000,66000230
2022_2,903150014,3,10,14,0.7143,0.741,0.7522,66000,66000230
2022_3,903150014,3,20,20,1,0.7599,0.7411,66000,66000230
2022_4,903150014,3,9,11,0.8182,0.7518,0.7564,66000,66000230
2023_1,903150014,3,13,16,0.8125,0.7373,0.7502,66000,66000230
2023_2,903150014,3,7,11,0.6364,0.7532,0.7581,66000,66000230
2023_3,903150014,3,19,26,0.7308,0.7745,0.7534,66000,66000230
2023_4,903150014,3,16,18,0.8889,0.7478,0.7554,66000,66000230
2017_3,905320023,2,33,41,0.8049,0.6704,0.6963,10021,10021010
2017_4,905320023,2,51,60,0.85,0.6721,0.6863,10021,10021010
2018_1,905320023,2,45,56,0.8036,0.652,0.6935,10021,10021010
2018_2,905320023,2,55,69,0.7971,0.7067,0.7035,10021,10021010
2018_3,905320023,2,49,67,0.7313,0.696,0.6948,10021,10021010
2018_4,905320023,2,44,56,0.7857,0.702,0.7061,10021,10021010
2019_1,905320023,2,48,58,0.8276,0.6801,0.7023,10021,10021010
2019_2,905320023,2,51,63,0.8095,0.6847,0.7081,10021,10021010
2019_3,905320023,2,40,58,0.6897,0.6677,0.7043,10021,10021010
2019_4,905320023,2,32,43,0.7442,0.7021,0.7101,10021,10021010
2020_1,905320023,2,42,56,0.75,0.7223,0.7204,10021,10021010
2020_2,905320023,2,41,50,0.82,0.6816,0.7184,10021,10021010
2020_3,905320023,2,46,59,0.7797,0.7008,0.7202,10021,10021010
2020_4,905320023,2,48,58,0.8276,0.705,0.7261,10021,10021010
2021_1,905320023,2,39,49,0.7959,0.7199,0.7219,10021,10021010
2021_2,905320023,2,48,55,0.8727,0.705,0.7045,10021,10021010
2021_3,905320023,2,45,56,0.8036,0.6941,0.7243,10021,10021010
2021_4,905320023,2,49,65,0.7538,0.7089,0.7376,10021,10021010
2022_1,905320023,2,44,58,0.7586,0.7368,0.7516,10021,10021010
2022_2,905320023,2,41,52,0.7885,0.7553,0.7522,10021,10021010
2022_3,905320023,2,29,41,0.7073,0.703,0.7411,10021,10021010
2022_4,905320023,2,33,43,0.7674,0.7381,0.7564,10021,10021010
2023_1,905320023,2,47,55,0.8545,0.7233,0.7502,10021,10021010
2023_2,905320023,2,37,47,0.7872,0.7272,0.7581,10021,10021010
2023_3,905320023,2,33,37,0.8919,0.723,0.7534,10021,10021010
2023_4,905320023,2,33,41,0.8049,0.7438,0.7554,10021,10021010
2018_1,912040012,3,0,1,0,0.7225,0.6935,10018,10018020
2016_1,917070029,2,10,26,0.3846,0.6743,0.6686,66000,10019070
2016_2,917070029,2,11,18,0.6111,0.6648,0.6761,66000,10019070
2016_3,917070029,2,24,33,0.7273,0.7002,0.6824,66000,10019070
2016_4,917070029,2,15,29,0.5172,0.672,0.6773,66000,10019070
2017_1,917070029,2,16,21,0.7619,0.7029,0.6907,66000,10019070
2017_2,917070029,2,12,17,0.7059,0.7107,0.6963,66000,10019070
2017_3,917070029,2,6,10,0.6,0.7035,0.6963,66000,10019070
2017_4,917070029,2,9,16,0.5625,0.6994,0.6863,66000,10019070
2018_1,917070029,2,17,25,0.68,0.675,0.6935,66000,10019070
2018_2,917070029,2,12,20,0.6,0.6968,0.7035,66000,10019070
2018_3,917070029,2,15,22,0.6818,0.6866,0.6948,66000,10019070
2018_4,917070029,2,16,24,0.6667,0.6913,0.7061,66000,10019070
2019_1,917070029,2,15,20,0.75,0.6831,0.7023,66000,10019070
2019_2,917070029,2,7,14,0.5,0.6958,0.7081,66000,10019070
2019_3,917070029,2,6,17,0.3529,0.7281,0.7043,66000,10019070
2019_4,917070029,2,7,21,0.3333,0.7022,0.7101,66000,10019070
2020_1,917070029,2,10,19,0.5263,0.7275,0.7204,66000,10019070
2020_2,917070029,2,9,13,0.6923,0.7514,0.7184,66000,10019070
2020_3,917070029,2,7,17,0.4118,0.7319,0.7202,66000,10019070
2020_4,917070029,2,11,17,0.6471,0.748,0.7261,66000,10019070
2021_1,917070029,2,15,20,0.75,0.7477,0.7219,66000,10019070
2021_2,917070029,2,17,24,0.7083,0.7195,0.7045,66000,10019070
2021_3,917070029,2,22,36,0.6111,0.7258,0.7243,66000,10019070
2021_4,917070029,2,16,24,0.6667,0.7375,0.7376,66000,10019070
2022_1,917070029,2,25,35,0.7143,0.7542,0.7516,66000,10019070
2022_2,917070029,2,12,19,0.6316,0.741,0.7522,66000,10019070
2022_3,917070029,2,11,14,0.7857,0.7599,0.7411,66000,10019070
2022_4,917070029,2,16,18,0.8889,0.7518,0.7564,66000,10019070
2023_1,917070029,2,9,16,0.5625,0.7373,0.7502,66000,10019070
2023_2,917070029,2,16,20,0.8,0.7532,0.7581,66000,10019070
2023_3,917070029,2,15,22,0.6818,0.7745,0.7534,66000,10019070
2023_4,917070029,2,9,15,0.6,0.7478,0.7554,66000,10019070
2020_4,922020013,3,0,1,0,0.705,0.7261,10020,10020020
2022_1,922020031,3,1,1,1,0.7368,0.7516,10020,10020020
2021_4,931090014,3,0,1,0,0.7442,0.7376,65000,65000090
2016_1,932020025,2,8,19,0.4211,0.657,0.6686,68000,68000020
2016_2,932020025,2,15,23,0.6522,0.6689,0.6761,68000,68000020
2016_3,932020025,2,17,25,0.68,0.6741,0.6824,68000,68000020
2016_4,932020025,2,8,11,0.7273,0.6722,0.6773,68000,68000020
2017_1,932020025,2,19,26,0.7308,0.6967,0.6907,68000,68000020
2017_2,932020025,2,15,20,0.75,0.7135,0.6963,68000,68000020
2017_3,932020025,2,14,18,0.7778,0.7321,0.6963,68000,68000020
2017_4,932020025,2,18,25,0.72,0.6848,0.6863,68000,68000020
2018_1,932020025,2,11,20,0.55,0.7225,0.6935,68000,68000020
2018_2,932020025,2,13,17,0.7647,0.7374,0.7035,68000,68000020
2018_3,932020025,2,9,16,0.5625,0.7183,0.6948,68000,68000020
2018_4,932020025,2,8,15,0.5333,0.7164,0.7061,68000,68000020
2019_1,932020025,2,12,16,0.75,0.7247,0.7023,68000,68000020
2019_2,932020025,2,10,20,0.5,0.7036,0.7081,68000,68000020
2019_3,932020025,2,15,22,0.6818,0.7166,0.7043,68000,68000020
2019_4,932020025,2,13,19,0.6842,0.7116,0.7101,68000,68000020
2020_1,932020025,2,11,21,0.5238,0.6924,0.7204,68000,68000020
